symbol,universe,level_kind,first_seen_utc,fill_ts,fill_utc,entry_px,atr,pierce_atr,variant_b,status,exit_ts,exit_utc,stopped,gross_r,net_r,flow_reject,flow_att_min,flow_vshock,flow_taker,flow_absorb,flow_vhigh,drv_q,drv_liqburst,drv_gap_oi,v7_align,drv_gap_cvd,side,regime_cell,confluence_kinds
TRX,added20,swing,2026-08-06 08:05,1785996000,2026-08-06 06:00,0.326400,0.000668,0.7485,0,CLOSED,1786024800,2026-08-06 14:00,0,0.513241,0.373640,1,13,30.52,0.3782,0.505,1,,,,,,LONG,RANGING,2
XRP,core9,pdh_pdl,2026-08-06 10:05,1786003200,2026-08-06 08:00,1.055000,0.005134,0.3311,0,CLOSED,1786032000,2026-08-06 16:00,0,-0.495314,-0.554029,0,2,9.3,0.2226,0.672,1,,,,,,LONG,NEUTRAL,2
XRP,core9,session,2026-08-06 10:05,1786003200,2026-08-06 08:00,1.055000,0.005134,0.3311,0,CLOSED,1786032000,2026-08-06 16:00,0,-0.495314,-0.554029,0,2,9.3,0.2226,0.672,1,,,,,,LONG,NEUTRAL,2
XRP,core9,swing,2026-08-06 10:05,1786003200,2026-08-06 08:00,1.055000,0.005134,0.3311,0,CLOSED,1786032000,2026-08-06 16:00,0,-0.495314,-0.554029,0,2,9.3,0.2226,0.672,1,,,,,,LONG,NEUTRAL,2
BTC,core9,session,2026-08-06 11:05,1786006800,2026-08-06 09:00,64996.000000,225.870968,0.0133,1,CLOSED,1786035600,2026-08-06 17:00,0,0.473481,0.391265,1,1,4.53,0.3381,3.381,0,0,0.27,na,-0.000919,na,SHORT,TREND_UP,
ETH,core9,session,2026-08-06 11:05,1786006800,2026-08-06 09:00,1918.700000,10.387685,0.1742,1,CLOSED,1786035600,2026-08-06 17:00,0,0.127074,0.074300,1,2,11.01,0.0659,0.378,0,,,,,,SHORT,NEUTRAL,
ATOM,added20,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,1.332000,0.008593,0.2327,1,CLOSED,1786039200,2026-08-06 18:00,0,1.030722,0.986434,1,4,47.33,0.7049,3.029,1,,,,,,LONG,RANGING,0
DOGE,core9,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.069000,0.000384,0.2604,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.208345,-0.259687,1,5,33.57,0.3083,1.184,1,,,,,,LONG,RANGING,2
DOGE,core9,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.069000,0.000384,0.2604,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.208345,-0.259687,1,5,33.57,0.3083,1.184,1,,,,,,LONG,RANGING,2
DOGE,core9,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.069000,0.000384,0.2604,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.208345,-0.259687,1,5,33.57,0.3083,1.184,1,,,,,,LONG,RANGING,2
ETC,added20,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,6.410000,0.047213,0.2118,1,CLOSED,1786039200,2026-08-06 18:00,0,0.363093,0.324302,1,2,1846.98,0.0441,0.208,1,,,,,,LONG,RANGING,3
ETC,added20,pwh_pwl,2026-08-06 12:05,1786010400,2026-08-06 10:00,6.410000,0.047213,0.2118,1,CLOSED,1786039200,2026-08-06 18:00,0,0.363093,0.324302,1,2,1846.98,0.0441,0.208,1,,,,,,LONG,RANGING,3
ETC,added20,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,6.410000,0.047213,0.2118,1,CLOSED,1786039200,2026-08-06 18:00,0,0.363093,0.324302,1,2,1846.98,0.0441,0.208,1,,,,,,LONG,RANGING,3
ETC,added20,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,6.410000,0.047213,0.2118,1,CLOSED,1786039200,2026-08-06 18:00,0,0.363093,0.324302,1,2,1846.98,0.0441,0.208,1,,,,,,LONG,RANGING,3
LINK,core9,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,8.069000,0.054948,0.0182,1,CLOSED,1786039200,2026-08-06 18:00,0,0.951555,0.909598,1,3,19.83,0.4094,4.094,1,,,,,,LONG,RANGING,2
LINK,core9,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,8.069000,0.054948,0.0182,1,CLOSED,1786039200,2026-08-06 18:00,0,0.951555,0.909598,1,3,19.83,0.4094,4.094,1,,,,,,LONG,RANGING,2
LINK,core9,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,8.069000,0.054948,0.0182,1,CLOSED,1786039200,2026-08-06 18:00,0,0.951555,0.909598,1,3,19.83,0.4094,4.094,1,,,,,,LONG,RANGING,2
NEAR,added20,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,1.680000,0.015220,0.3942,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.412981,-0.444517,1,4,45.15,0.2372,0.602,1,,,,,,LONG,RANGING,2
NEAR,added20,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,1.680000,0.015220,0.3942,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.412981,-0.444517,1,4,45.15,0.2372,0.602,1,,,,,,LONG,RANGING,2
OP,added20,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.087000,0.000693,0.1444,1,CLOSED,1786039200,2026-08-06 18:00,0,-0.041255,-0.077147,1,1,12.02,0.2809,1.945,0,,,,,,LONG,RANGING,0
SAND,added20,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.040900,0.000347,0.0865,1,CLOSED,1786039200,2026-08-06 18:00,0,0.139971,0.106296,1,2,48.43,0.6959,6.959,1,,,,,,LONG,RANGING,2
SAND,added20,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.040900,0.000347,0.0865,1,CLOSED,1786039200,2026-08-06 18:00,0,0.139971,0.106296,1,2,48.43,0.6959,6.959,1,,,,,,LONG,RANGING,2
SAND,added20,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,0.040900,0.000347,0.0865,1,CLOSED,1786039200,2026-08-06 18:00,0,0.139971,0.106296,1,2,48.43,0.6959,6.959,1,,,,,,LONG,RANGING,2
SOL,core9,pdh_pdl,2026-08-06 12:05,1786010400,2026-08-06 10:00,73.270000,0.402534,0.1739,1,CLOSED,1786039200,2026-08-06 18:00,0,-0.312307,-0.364314,1,3,7.13,-0.1721,-0.99,1,,,,,,LONG,RANGING,2
SOL,core9,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,73.270000,0.402534,0.1739,1,CLOSED,1786039200,2026-08-06 18:00,0,-0.312307,-0.364314,1,3,7.13,-0.1721,-0.99,1,,,,,,LONG,RANGING,2
SOL,core9,swing,2026-08-06 12:05,1786010400,2026-08-06 10:00,73.270000,0.402534,0.1739,1,CLOSED,1786039200,2026-08-06 18:00,0,-0.312307,-0.364314,1,3,7.13,-0.1721,-0.99,1,,,,,,LONG,RANGING,2
UNI,added20,session,2026-08-06 12:05,1786010400,2026-08-06 10:00,4.016000,0.061133,0.4417,0,CLOSED,1786039200,2026-08-06 18:00,0,-0.074779,-0.093548,1,23,4.09,0.1659,0.376,0,,,,,,LONG,TREND_UP,0
AAVE,added20,pdh_pdl,2026-08-06 13:05,1786014000,2026-08-06 11:00,87.470000,0.782103,0.3580,0,CLOSED,1786042800,2026-08-06 19:00,0,0.595464,0.563510,1,1,75.03,0.0688,0.192,1,,,,,,LONG,TREND_DOWN,3
AAVE,added20,pwh_pwl,2026-08-06 13:05,1786014000,2026-08-06 11:00,87.470000,0.782103,0.3580,0,CLOSED,1786042800,2026-08-06 19:00,0,0.595464,0.563510,1,1,75.03,0.0688,0.192,1,,,,,,LONG,TREND_DOWN,3
AAVE,added20,swing,2026-08-06 13:05,1786014000,2026-08-06 11:00,87.470000,0.782103,0.3580,0,CLOSED,1786042800,2026-08-06 19:00,0,0.595464,0.563510,1,1,75.03,0.0688,0.192,1,,,,,,LONG,TREND_DOWN,3
AVAX,core9,pdh_pdl,2026-08-06 13:05,1786014000,2026-08-06 11:00,6.369000,0.060685,0.3131,0,CLOSED,1786042800,2026-08-06 19:00,0,0.376651,0.346665,1,1,495.77,-0.0451,-0.144,1,,,,,,LONG,RANGING,2
AVAX,core9,session,2026-08-06 13:05,1786014000,2026-08-06 11:00,6.369000,0.060685,0.3131,0,CLOSED,1786042800,2026-08-06 19:00,0,0.376651,0.346665,1,1,495.77,-0.0451,-0.144,1,,,,,,LONG,RANGING,2
AVAX,core9,swing,2026-08-06 13:05,1786014000,2026-08-06 11:00,6.369000,0.060685,0.3131,0,CLOSED,1786042800,2026-08-06 19:00,0,0.376651,0.346665,1,1,495.77,-0.0451,-0.144,1,,,,,,LONG,RANGING,2
DOT,added20,session,2026-08-06 13:05,1786014000,2026-08-06 11:00,0.825000,0.005688,0.5274,0,CLOSED,1786042800,2026-08-06 19:00,0,-0.150683,-0.192121,1,35,13.52,0.1592,0.302,0,,,,,,LONG,TREND_DOWN,1
DOT,added20,swing,2026-08-06 13:05,1786014000,2026-08-06 11:00,0.825000,0.005688,0.5274,0,CLOSED,1786042800,2026-08-06 19:00,0,-0.150683,-0.192121,1,35,13.52,0.1592,0.302,0,,,,,,LONG,TREND_DOWN,1
FIL,added20,pdh_pdl,2026-08-06 13:05,1786014000,2026-08-06 11:00,0.690400,0.007022,1.6092,0,OPEN,,,,,,0,60,79.59,0.2843,0.177,1,,,,,,,,
FIL,added20,session,2026-08-06 13:05,1786014000,2026-08-06 11:00,0.690300,0.007022,1.5949,0,OPEN,,,,,,0,60,79.59,0.2843,0.178,1,,,,,,,,
FIL,added20,swing,2026-08-06 13:05,1786014000,2026-08-06 11:00,0.690400,0.007022,1.6092,0,OPEN,,,,,,0,60,79.59,0.2843,0.177,1,,,,,,,,
ICP,added20,pdh_pdl,2026-08-06 13:05,1786014000,2026-08-06 11:00,2.077000,0.010949,0.0913,1,CLOSED,1786042800,2026-08-06 19:00,0,0.313136,0.258938,1,2,10.31,0.2666,2.666,0,,,,,,LONG,RANGING,2
ICP,added20,swing,2026-08-06 13:05,1786014000,2026-08-06 11:00,2.077000,0.010949,0.0913,1,CLOSED,1786042800,2026-08-06 19:00,0,0.313136,0.258938,1,2,10.31,0.2666,2.666,0,,,,,,LONG,RANGING,2
LTC,added20,session,2026-08-06 13:05,1786014000,2026-08-06 11:00,44.890000,0.196990,0.1015,1,CLOSED,1786042800,2026-08-06 19:00,0,0.725200,0.660092,1,4,5.04,0.2602,2.564,1,,,,,,LONG,RANGING,0
BNB,core9,pdh_pdl,2026-08-06 16:05,1786024800,2026-08-06 14:00,591.790000,2.379941,0.2731,0,CLOSED,1786053600,2026-08-06 22:00,0,0.014406,-0.056639,1,10,6.14,-0.172,-0.63,1,,,,,,LONG,RANGING,2
BNB,core9,session,2026-08-06 16:05,1786024800,2026-08-06 14:00,592.000000,2.379941,0.3614,0,CLOSED,1786053600,2026-08-06 22:00,0,-0.010805,-0.081875,1,13,4.98,-0.1765,-0.488,1,,,,,,LONG,RANGING,2
BNB,core9,swing,2026-08-06 16:05,1786024800,2026-08-06 14:00,591.790000,2.379941,0.2731,0,CLOSED,1786053600,2026-08-06 22:00,0,0.014406,-0.056639,1,10,6.14,-0.172,-0.63,1,,,,,,LONG,RANGING,2
LTC,added20,swing,2026-08-06 16:05,1786024800,2026-08-06 14:00,45.470000,0.234263,0.2561,0,CLOSED,1786053600,2026-08-06 22:00,0,0.012196,-0.043260,0,8,16.15,0.7491,2.925,1,,,,,,SHORT,RANGING,1
OP,added20,pdh_pdl,2026-08-06 16:05,1786024800,2026-08-06 14:00,0.086500,0.000734,1.6348,0,CLOSED,1786053600,2026-08-06 22:00,0,-0.116769,-0.150437,1,26,62.51,-0.0068,-0.004,1,,,,,,LONG,RANGING,2
OP,added20,swing,2026-08-06 16:05,1786024800,2026-08-06 14:00,0.086500,0.000734,1.6348,0,CLOSED,1786053600,2026-08-06 22:00,0,-0.116769,-0.150437,1,26,62.51,-0.0068,-0.004,1,,,,,,LONG,RANGING,2
ADA,core9,pdh_pdl,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.201900,0.002825,0.6018,0,CLOSED,1786057200,2026-08-06 23:00,0,0.070795,0.050376,1,9,52.36,0.0373,0.062,1,,,,,,SHORT,NEUTRAL,1
ADA,core9,session,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.201900,0.002825,0.6018,0,CLOSED,1786057200,2026-08-06 23:00,0,0.070795,0.050376,1,9,52.36,0.0373,0.062,1,,,,,,SHORT,NEUTRAL,1
ARB,added20,pdh_pdl,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.078900,0.000701,2.5659,0,CLOSED,1786057200,2026-08-06 23:00,0,-0.203646,-0.235781,na,,,,,,,,,,,LONG,TREND_DOWN,1
ARB,added20,session,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.078900,0.000701,2.5659,0,CLOSED,1786057200,2026-08-06 23:00,0,-0.203646,-0.235781,na,,,,,,,,,,,LONG,TREND_DOWN,1
FIL,added20,pdh_pdl,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.704500,0.005678,0.5636,0,CLOSED,1786057200,2026-08-06 23:00,0,-0.020128,-0.055580,0,40,19.61,0.1317,0.234,0,,,,,,LONG,TREND_DOWN,2
FIL,added20,session,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.704500,0.005678,0.5636,0,CLOSED,1786057200,2026-08-06 23:00,0,-0.020128,-0.055580,0,40,19.61,0.1317,0.234,0,,,,,,LONG,TREND_DOWN,2
FIL,added20,swing,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.704500,0.005678,0.5636,0,CLOSED,1786057200,2026-08-06 23:00,0,-0.020128,-0.055580,0,40,19.61,0.1317,0.234,0,,,,,,LONG,TREND_DOWN,2
NEAR,added20,session,2026-08-06 17:05,1786028400,2026-08-06 15:00,1.672000,0.016562,0.0604,1,CLOSED,1786057200,2026-08-06 23:00,0,-0.258775,-0.287619,1,1,86.72,-0.0241,-0.241,1,,,,,,LONG,NEUTRAL,1
VET,added20,session,2026-08-06 17:05,1786028400,2026-08-06 15:00,0.004672,0.000027,0.3346,0,CLOSED,1786057200,2026-08-06 23:00,0,0.361160,0.311532,na,,,,,,,,,,,SHORT,RANGING,0
ALGO,added20,session,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.088600,0.000749,0.1336,1,CLOSED,1786060800,2026-08-07 00:00,0,0.381693,0.347875,1,1,106.7,0.0162,0.121,1,,,,,,SHORT,TREND_DOWN,0
ATOM,added20,pdh_pdl,2026-08-06 18:05,1786032000,2026-08-06 16:00,1.384000,0.011305,0.5307,0,CLOSED,1786060800,2026-08-07 00:00,0,0.732905,0.697927,0,6,247.97,0.2588,0.488,1,,,,,,SHORT,NEUTRAL,2
ATOM,added20,swing,2026-08-06 18:05,1786032000,2026-08-06 16:00,1.384000,0.011305,0.5307,0,CLOSED,1786060800,2026-08-07 00:00,0,0.732905,0.697927,0,6,247.97,0.2588,0.488,1,,,,,,SHORT,NEUTRAL,2
HBAR,added20,session,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.069530,0.000455,0.3953,0,CLOSED,1786060800,2026-08-07 00:00,0,0.671392,0.627764,1,14,5.89,-0.1979,-0.501,0,,,,,,SHORT,RANGING,0
SUI,added20,pdh_pdl,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.679200,0.004394,0.9559,0,CLOSED,1786060800,2026-08-07 00:00,0,-0.357650,-0.401816,0,32,16.71,-0.0476,-0.05,1,,,,,,LONG,TREND_DOWN,2
SUI,added20,session,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.679200,0.004394,0.9559,0,CLOSED,1786060800,2026-08-07 00:00,0,-0.357650,-0.401816,0,32,16.71,-0.0476,-0.05,1,,,,,,LONG,TREND_DOWN,2
SUI,added20,swing,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.679200,0.004394,0.9559,0,CLOSED,1786060800,2026-08-07 00:00,0,-0.357650,-0.401816,0,32,16.71,-0.0476,-0.05,1,,,,,,LONG,TREND_DOWN,2
VET,added20,pdh_pdl,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.004690,0.000028,0.3267,0,CLOSED,1786060800,2026-08-07 00:00,0,0.601555,0.552912,na,,,,,,,,,,,SHORT,RANGING,1
VET,added20,swing,2026-08-06 18:05,1786032000,2026-08-06 16:00,0.004683,0.000028,0.5808,0,CLOSED,1786060800,2026-08-07 00:00,0,0.528954,0.480384,na,,,,,,,,,,,SHORT,RANGING,1
APT,added20,session,2026-08-06 19:05,1786035600,2026-08-06 17:00,0.588000,0.004889,0.2046,1,CLOSED,1786064400,2026-08-07 01:00,0,0.292227,0.257861,1,10,7.64,-0.3689,-1.803,0,,,,,,LONG,NEUTRAL,
XRP,core9,session,2026-08-06 20:05,1786039200,2026-08-06 18:00,1.041800,0.006437,0.2019,1,CLOSED,1786068000,2026-08-07 02:00,0,-0.501533,-0.547772,0,13,2.28,-0.1281,-0.634,0,,,,,,LONG,NEUTRAL,0
SOL,core9,session,2026-08-06 21:05,1786042800,2026-08-06 19:00,72.850000,0.410553,0.3410,0,CLOSED,1786071600,2026-08-07 03:00,0,-0.160063,-0.210761,0,8,4.67,-0.0619,-0.182,0,,,,,,LONG,RANGING,0
XRP,core9,swing,2026-08-06 21:05,1786042800,2026-08-06 19:00,1.034500,0.006606,0.0303,1,CLOSED,1786071600,2026-08-07 03:00,0,-0.583871,-0.628612,1,2,7.45,0.1688,1.688,1,,,,,,LONG,NEUTRAL,1
AAVE,added20,session,2026-08-07 00:05,1786053600,2026-08-06 22:00,89.500000,0.720407,0.1805,1,CLOSED,1786082400,2026-08-07 06:00,0,-0.190369,-0.225865,1,23,0.88,-0.1692,-0.937,0,,,,,,SHORT,NEUTRAL,0
ETC,added20,pdh_pdl,2026-08-07 00:05,1786053600,2026-08-06 22:00,6.590000,0.049647,0.2014,1,CLOSED,1786082400,2026-08-07 06:00,0,0.402843,0.364919,1,1,29.64,-0.4232,-2.101,0,,,,,,SHORT,RANGING,1
ETC,added20,session,2026-08-07 00:05,1786053600,2026-08-06 22:00,6.590000,0.049647,0.2014,1,CLOSED,1786082400,2026-08-07 06:00,0,0.402843,0.364919,1,1,29.64,-0.4232,-2.101,0,,,,,,SHORT,RANGING,1
ETC,added20,swing,2026-08-07 00:05,1786053600,2026-08-06 22:00,6.570000,0.049647,0.6043,0,CLOSED,1786082400,2026-08-07 06:00,0,0.287745,0.249936,1,6,91.5,0.2033,0.336,0,,,,,,SHORT,RANGING,1
SAND,added20,session,2026-08-07 00:05,1786053600,2026-08-06 22:00,0.041610,0.000317,0.0945,1,CLOSED,1786082400,2026-08-07 06:00,0,-0.053993,-0.091438,1,1,2.43,1.0,10.0,0,,,,,,SHORT,RANGING,0
INJ,added20,pdh_pdl,2026-08-07 01:05,1786057200,2026-08-06 23:00,4.583000,0.042105,0.5225,0,CLOSED,1786075200,2026-08-07 04:00,1,-1.000000,-1.052869,0,18,4.49,0.1062,0.203,0,,,,,,LONG,TREND_DOWN,1
INJ,added20,session,2026-08-07 01:05,1786057200,2026-08-06 23:00,4.583000,0.042105,0.5225,0,CLOSED,1786075200,2026-08-07 04:00,1,-1.000000,-1.052869,0,18,4.49,0.1062,0.203,0,,,,,,LONG,TREND_DOWN,1
AXS,added20,session,2026-08-07 03:05,1786064400,2026-08-07 01:00,0.879000,0.009874,0.1013,1,CLOSED,1786093200,2026-08-07 09:00,0,0.491910,0.466476,1,1,61.03,0.245,2.419,0,,,,,,LONG,TREND_UP,0
AAVE,added20,pdh_pdl,2026-08-07 04:05,1786068000,2026-08-07 02:00,90.500000,0.733797,1.0357,0,CLOSED,1786096800,2026-08-07 10:00,0,0.241406,0.206168,0,58,5.86,-0.1813,-0.175,1,,,,,,SHORT,NEUTRAL,1
DOGE,core9,session,2026-08-07 04:05,1786068000,2026-08-07 02:00,0.069400,0.000348,0.2299,1,CLOSED,1786096800,2026-08-07 10:00,0,-0.065685,-0.122666,1,5,3.45,0.0437,0.19,0,,,,,,SHORT,RANGING,0
ICP,added20,session,2026-08-07 04:05,1786068000,2026-08-07 02:00,2.082000,0.010996,0.0909,1,CLOSED,1786096800,2026-08-07 10:00,0,-0.285813,-0.339910,1,1,171.49,0.3452,3.452,1,,,,,,LONG,RANGING,0
INJ,added20,swing,2026-08-07 04:05,1786068000,2026-08-07 02:00,4.487000,0.042842,0.0934,1,CLOSED,1786096800,2026-08-07 10:00,0,0.086697,0.056773,1,1,51.49,0.4177,4.177,1,,,,,,LONG,TREND_DOWN,0
VET,added20,session,2026-08-07 04:05,1786068000,2026-08-07 02:00,0.004626,0.000025,0.3251,0,CLOSED,1786096800,2026-08-07 10:00,0,-0.116096,-0.169802,na,,,,,,,,,,,LONG,RANGING,0
ALGO,added20,pdh_pdl,2026-08-07 05:05,1786071600,2026-08-07 03:00,0.090900,0.001133,0.1766,1,CLOSED,1786100400,2026-08-07 11:00,0,0.454053,0.431123,1,1,988.11,0.1525,0.864,1,,,,,,SHORT,TREND_UP,1
ALGO,added20,session,2026-08-07 05:05,1786071600,2026-08-07 03:00,0.090900,0.001133,0.1766,1,CLOSED,1786100400,2026-08-07 11:00,0,0.454053,0.431123,1,1,988.11,0.1525,0.864,1,,,,,,SHORT,TREND_UP,1
AVAX,core9,session,2026-08-07 05:05,1786071600,2026-08-07 03:00,6.396000,0.045790,0.0437,1,CLOSED,1786100400,2026-08-07 11:00,0,0.436773,0.396864,1,1,12.13,-0.2545,-2.545,0,,,,,,LONG,TREND_DOWN,0
NEAR,added20,pdh_pdl,2026-08-07 05:05,1786071600,2026-08-07 03:00,1.652000,0.015226,0.1314,1,CLOSED,1786100400,2026-08-07 11:00,0,-0.075059,-0.106059,0,1,30.25,0.6771,5.153,1,,,,,,LONG,TREND_DOWN,1
NEAR,added20,session,2026-08-07 05:05,1786071600,2026-08-07 03:00,1.652000,0.015226,0.1314,1,CLOSED,1786100400,2026-08-07 11:00,0,-0.075059,-0.106059,0,1,30.25,0.6771,5.153,1,,,,,,LONG,TREND_DOWN,1
XRP,core9,pdh_pdl,2026-08-07 05:05,1786071600,2026-08-07 03:00,1.030000,0.006226,0.3694,0,CLOSED,1786100400,2026-08-07 11:00,0,0.174376,0.127111,1,9,5.66,0.2148,0.581,0,,,,,,LONG,TREND_DOWN,0
BNB,core9,session,2026-08-07 06:05,1786075200,2026-08-07 04:00,594.600000,1.890435,0.0423,1,CLOSED,1786104000,2026-08-07 12:00,0,0.255421,0.165555,1,3,3.98,0.5481,5.481,0,,,,,,SHORT,RANGING,0
VET,added20,pdh_pdl,2026-08-07 06:05,1786075200,2026-08-07 04:00,0.004600,0.000025,0.1630,1,CLOSED,1786104000,2026-08-07 12:00,0,0.372548,0.318995,na,,,,,,,,,,,LONG,RANGING,2
VET,added20,swing,2026-08-07 06:05,1786075200,2026-08-07 04:00,0.004600,0.000025,0.1630,1,CLOSED,1786104000,2026-08-07 12:00,0,0.372548,0.318995,na,,,,,,,,,,,LONG,RANGING,2
XRP,core9,pwh_pwl,2026-08-07 06:05,1786075200,2026-08-07 04:00,1.022000,0.006632,0.3921,0,CLOSED,1786104000,2026-08-07 12:00,0,0.689347,0.645315,0,7,10.62,0.1484,0.378,1,,,,,,LONG,TREND_DOWN,3
XRP,core9,session,2026-08-07 06:05,1786075200,2026-08-07 04:00,1.022000,0.006632,0.3921,0,CLOSED,1786104000,2026-08-07 12:00,0,0.689347,0.645315,0,7,10.62,0.1484,0.378,1,,,,,,LONG,TREND_DOWN,3
XRP,core9,swing,2026-08-07 06:05,1786075200,2026-08-07 04:00,1.022000,0.006632,0.3921,0,CLOSED,1786104000,2026-08-07 12:00,0,0.689347,0.645315,0,7,10.62,0.1484,0.378,1,,,,,,LONG,TREND_DOWN,3
BNB,core9,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,588.000000,2.180404,0.4586,0,CLOSED,1786107600,2026-08-07 13:00,0,0.613255,0.536205,0,14,7.9,0.3039,0.663,1,,,,,,LONG,RANGING,2
BNB,core9,swing,2026-08-07 07:05,1786078800,2026-08-07 05:00,588.000000,2.180404,0.4586,0,CLOSED,1786107600,2026-08-07 13:00,0,0.613255,0.536205,0,14,7.9,0.3039,0.663,1,,,,,,LONG,RANGING,2
BTC,core9,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,64172.000000,208.193726,0.0288,1,CLOSED,1786107600,2026-08-07 13:00,0,1.148985,1.060918,1,1,1.55,0.2029,2.029,0,1,0.46,na,-0.000725,na,LONG,RANGING,2
BTC,core9,session,2026-08-07 07:05,1786078800,2026-08-07 05:00,64172.000000,208.193726,0.0288,1,CLOSED,1786107600,2026-08-07 13:00,0,1.148985,1.060918,1,1,1.55,0.2029,2.029,0,1,0.46,na,-0.000725,na,LONG,RANGING,2
BTC,core9,swing,2026-08-07 07:05,1786078800,2026-08-07 05:00,64172.000000,208.193726,0.0288,1,CLOSED,1786107600,2026-08-07 13:00,0,1.148985,1.060918,1,1,1.55,0.2029,2.029,0,1,0.46,na,-0.000725,na,LONG,RANGING,2
DOT,added20,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,0.815000,0.005522,0.1811,1,CLOSED,1786107600,2026-08-07 13:00,0,0.051745,0.009573,1,3,36.19,0.7544,4.166,1,,,,,,LONG,TREND_DOWN,2
DOT,added20,session,2026-08-07 07:05,1786078800,2026-08-07 05:00,0.815000,0.005522,0.1811,1,CLOSED,1786107600,2026-08-07 13:00,0,0.051745,0.009573,1,3,36.19,0.7544,4.166,1,,,,,,LONG,TREND_DOWN,2
DOT,added20,swing,2026-08-07 07:05,1786078800,2026-08-07 05:00,0.815000,0.005522,0.1811,1,CLOSED,1786107600,2026-08-07 13:00,0,0.051745,0.009573,1,3,36.19,0.7544,4.166,1,,,,,,LONG,TREND_DOWN,2
HBAR,added20,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,0.068070,0.000379,0.3958,0,CLOSED,1786107600,2026-08-07 13:00,0,0.218644,0.167323,1,5,17.78,-0.0386,-0.098,1,,,,,,LONG,RANGING,1
HBAR,added20,session,2026-08-07 07:05,1786078800,2026-08-07 05:00,0.068070,0.000379,0.3958,0,CLOSED,1786107600,2026-08-07 13:00,0,0.218644,0.167323,1,5,17.78,-0.0386,-0.098,1,,,,,,LONG,RANGING,1
ICP,added20,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,2.071000,0.011083,0.7218,0,CLOSED,1786107600,2026-08-07 13:00,0,0.232017,0.178627,0,33,34.38,-0.0447,-0.062,0,,,,,,LONG,RANGING,2
ICP,added20,swing,2026-08-07 07:05,1786078800,2026-08-07 05:00,2.071000,0.011083,0.7218,0,CLOSED,1786107600,2026-08-07 13:00,0,0.232017,0.178627,0,33,34.38,-0.0447,-0.062,0,,,,,,LONG,RANGING,2
INJ,added20,pdh_pdl,2026-08-07 07:05,1786078800,2026-08-07 05:00,4.431000,0.045097,0.2661,0,CLOSED,1786107600,2026-08-07 13:00,0,0.519519,0.491446,1,2,66.42,0.2695,1.013,1,,,,,,LONG,TREND_DOWN,3
INJ,added20,pwh_pwl,2026-08-07 07:05,1786078800,2026-08-07 05:00,4.431000,0.045097,0.2661,0,CLOSED,1786107600,2026-08-07 13:00,0,0.519519,0.491446,1,2,66.42,0.2695,1.013,1,,,,,,LONG,TREND_DOWN,3
INJ,added20,session,2026-08-07 07:05,1786078800,2026-08-07 05:00,4.431000,0.045097,0.2661,0,CLOSED,1786107600,2026-08-07 13:00,0,0.519519,0.491446,1,2,66.42,0.2695,1.013,1,,,,,,LONG,TREND_DOWN,3
