symbol,universe,level_kind,first_seen_utc,fill_ts,fill_utc,entry_px,atr,pierce_atr,variant_b,status,exit_ts,exit_utc,stopped,gross_r,net_r,flow_reject,flow_att_min,flow_vshock,flow_taker,flow_absorb,flow_vhigh,drv_q,drv_liqburst,drv_gap_oi,v7_align,drv_gap_cvd,side,regime_cell,confluence_kinds
XRP,core9,session,2026-07-29 13:42,1785276000,2026-07-28 22:00,1.067900,0.006669,0.2699,0,CLOSED,1785304800,2026-07-29 06:00,0,-0.848263,-0.894014,0,3,2.61,-0.0531,-0.197,0,,,,,,SHORT,TREND_DOWN,0
LTC,added20,session,2026-07-29 13:42,1785283200,2026-07-29 00:00,45.970000,0.291164,0.0687,1,CLOSED,1785312000,2026-07-29 08:00,0,-0.794839,-0.839949,1,1,3.28,0.1436,1.436,na,,,,,,LONG,NEUTRAL,0
AAVE,added20,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,101.930000,1.231348,0.1543,1,CLOSED,1785315600,2026-07-29 09:00,0,0.705382,0.681731,1,2,5.72,0.224,1.452,na,,,,,,SHORT,TREND_UP,
AAVE,added20,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,101.930000,1.231348,0.1543,1,CLOSED,1785315600,2026-07-29 09:00,0,0.705382,0.681731,1,2,5.72,0.224,1.452,na,,,,,,SHORT,TREND_UP,1
ADA,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.163500,0.001604,0.1247,1,CLOSED,1785315600,2026-07-29 09:00,0,-0.124693,-0.153817,1,1,14.13,0.1809,1.451,na,,,,,,SHORT,TREND_UP,
AVAX,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,6.629000,0.059328,0.1517,1,CLOSED,1785315600,2026-07-29 09:00,0,1.025775,0.993851,1,2,9.75,-0.1545,-1.018,na,,,,,,SHORT,RANGING,
BTC,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,64100.000000,327.964997,0.3049,0,CLOSED,1785315600,2026-07-29 09:00,0,-0.520962,-0.576804,1,6,4.44,0.4243,1.392,na,0,0.29,na,0.000885,na,SHORT,TREND_UP,
BTC,core9,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,64100.000000,327.964997,0.3049,0,CLOSED,1785315600,2026-07-29 09:00,0,-0.520962,-0.576804,1,6,4.44,0.4243,1.392,na,0,0.29,na,0.000885,na,SHORT,TREND_UP,1
FIL,added20,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.708100,0.006480,0.5864,0,CLOSED,1785315600,2026-07-29 09:00,0,0.559933,0.528713,1,47,2.67,0.1137,0.194,0,,,,,,SHORT,TREND_UP,
FIL,added20,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.708100,0.006480,0.5864,0,CLOSED,1785315600,2026-07-29 09:00,0,0.559933,0.528713,1,47,2.67,0.1137,0.194,0,,,,,,SHORT,TREND_UP,1
LINK,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,8.454000,0.067538,0.8588,0,CLOSED,1785315600,2026-07-29 09:00,0,-0.059226,-0.094990,0,60,3.18,0.1582,0.184,0,,,,,,SHORT,TREND_UP,
SUI,added20,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.696800,0.005113,0.0196,1,CLOSED,1785315600,2026-07-29 09:00,0,0.346452,0.307515,1,1,15.93,0.4485,4.485,0,,,,,,SHORT,TREND_UP,
VET,added20,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.004589,0.000041,0.6806,0,CLOSED,1785315600,2026-07-29 09:00,0,0.361157,0.329285,na,,,,,,,,,,,SHORT,NEUTRAL,
VET,added20,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.004589,0.000041,0.6806,0,CLOSED,1785315600,2026-07-29 09:00,0,0.361157,0.329285,na,,,,,,,,,,,SHORT,NEUTRAL,2
VET,added20,swing,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.004589,0.000041,0.6806,0,CLOSED,1785315600,2026-07-29 09:00,0,0.361157,0.329285,na,,,,,,,,,,,SHORT,NEUTRAL,2
ATOM,added20,pdh_pdl,2026-07-29 13:42,1785290400,2026-07-29 02:00,1.285000,0.011905,0.0840,1,CLOSED,1785319200,2026-07-29 10:00,0,0.024000,-0.006840,1,1,88.22,0.6698,6.698,na,,,,,,LONG,TREND_DOWN,2
ATOM,added20,swing,2026-07-29 13:42,1785290400,2026-07-29 02:00,1.285000,0.011905,0.0840,1,CLOSED,1785319200,2026-07-29 10:00,0,0.024000,-0.006840,1,1,88.22,0.6698,6.698,na,,,,,,LONG,TREND_DOWN,2
XRP,core9,pdh_pdl,2026-07-29 13:42,1785290400,2026-07-29 02:00,1.070600,0.007339,1.3490,0,CLOSED,1785319200,2026-07-29 10:00,0,-0.650161,-0.691841,0,59,4.59,-0.059,-0.044,1,,,,,,SHORT,TREND_UP,0
ADA,core9,session,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.166400,0.001848,0.2706,0,CLOSED,1785322800,2026-07-29 11:00,0,0.386563,0.360833,1,5,16.99,0.1578,0.583,na,,,,,,SHORT,TREND_UP,0
AXS,added20,pdh_pdl,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.825000,0.007113,0.8436,0,CLOSED,1785322800,2026-07-29 11:00,0,-0.321364,-0.354505,1,26,114.7,-0.098,-0.116,na,,,,,,LONG,TREND_DOWN,2
AXS,added20,session,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.825000,0.007113,0.8436,0,CLOSED,1785322800,2026-07-29 11:00,0,-0.321364,-0.354505,1,26,114.7,-0.098,-0.116,na,,,,,,LONG,TREND_DOWN,2
AXS,added20,swing,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.825000,0.007113,0.8436,0,CLOSED,1785322800,2026-07-29 11:00,0,-0.321364,-0.354505,1,26,114.7,-0.098,-0.116,na,,,,,,LONG,TREND_DOWN,2
HBAR,added20,pdh_pdl,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.069050,0.000471,0.4037,0,CLOSED,1785322800,2026-07-29 11:00,0,0.364272,0.322350,1,19,5.34,0.2819,0.698,na,,,,,,SHORT,RANGING,1
HBAR,added20,session,2026-07-29 13:42,1785294000,2026-07-29 03:00,0.069050,0.000471,0.4037,0,CLOSED,1785322800,2026-07-29 11:00,0,0.364272,0.322350,1,19,5.34,0.2819,0.698,na,,,,,,SHORT,RANGING,1
UNI,added20,session,2026-07-29 13:42,1785294000,2026-07-29 03:00,3.822000,0.047224,0.1059,1,CLOSED,1785322800,2026-07-29 11:00,0,1.373392,1.350268,1,5,4.16,0.5933,5.602,na,,,,,,LONG,NEUTRAL,0
FIL,added20,swing,2026-07-29 13:42,1785297600,2026-07-29 04:00,0.687200,0.007091,0.2256,1,CLOSED,1785326400,2026-07-29 12:00,0,0.153104,0.125416,0,17,8.91,0.1475,0.654,0,,,,,,LONG,TREND_DOWN,1
ICP,added20,pdh_pdl,2026-07-29 13:42,1785297600,2026-07-29 04:00,2.075000,0.018707,0.4276,0,CLOSED,1785326400,2026-07-29 12:00,0,0.106910,0.075219,0,8,41.38,0.439,1.027,na,,,,,,LONG,NEUTRAL,2
ICP,added20,swing,2026-07-29 13:42,1785297600,2026-07-29 04:00,2.075000,0.018707,0.4276,0,CLOSED,1785326400,2026-07-29 12:00,0,0.106910,0.075219,0,8,41.38,0.439,1.027,na,,,,,,LONG,NEUTRAL,2
NEAR,added20,pdh_pdl,2026-07-29 13:42,1785297600,2026-07-29 04:00,1.622000,0.020303,0.7881,0,CLOSED,1785326400,2026-07-29 12:00,0,-0.534749,-0.557574,0,30,6.37,0.1247,0.158,na,,,,,,LONG,TREND_DOWN,2
NEAR,added20,session,2026-07-29 13:42,1785297600,2026-07-29 04:00,1.622000,0.020303,0.7881,0,CLOSED,1785326400,2026-07-29 12:00,0,-0.534749,-0.557574,0,30,6.37,0.1247,0.158,na,,,,,,LONG,TREND_DOWN,2
NEAR,added20,swing,2026-07-29 13:42,1785297600,2026-07-29 04:00,1.622000,0.020303,0.7881,0,CLOSED,1785326400,2026-07-29 12:00,0,-0.534749,-0.557574,0,30,6.37,0.1247,0.158,na,,,,,,LONG,TREND_DOWN,2
ALGO,added20,pdh_pdl,2026-07-29 13:42,1785301200,2026-07-29 05:00,0.078600,0.000710,0.9857,0,CLOSED,1785330000,2026-07-29 13:00,0,0.281633,0.250010,1,32,49.42,0.171,0.173,na,,,,,,LONG,TREND_DOWN,2
ALGO,added20,session,2026-07-29 13:42,1785301200,2026-07-29 05:00,0.079000,0.000688,0.4361,0,CLOSED,1785330000,2026-07-29 13:00,0,0.124612,0.091798,0,15,6.16,0.3989,0.915,na,,,,,,LONG,TREND_DOWN,1
ALGO,added20,swing,2026-07-29 13:42,1785301200,2026-07-29 05:00,0.079000,0.000688,0.4361,0,CLOSED,1785330000,2026-07-29 13:00,0,0.124612,0.091798,0,15,6.16,0.3989,0.915,na,,,,,,LONG,TREND_DOWN,1
ARB,added20,session,2026-07-29 13:42,1785301200,2026-07-29 05:00,0.077200,0.000810,0.4938,0,CLOSED,1785330000,2026-07-29 13:00,0,0.388014,0.360783,1,20,10.98,0.3626,0.734,na,,,,,,LONG,NEUTRAL,1
ARB,added20,swing,2026-07-29 13:42,1785301200,2026-07-29 05:00,0.077200,0.000810,0.4938,0,CLOSED,1785330000,2026-07-29 13:00,0,0.388014,0.360783,1,20,10.98,0.3626,0.734,na,,,,,,LONG,NEUTRAL,1
AVAX,core9,session,2026-07-29 13:42,1785301200,2026-07-29 05:00,6.358000,0.064868,0.7708,0,CLOSED,1785330000,2026-07-29 13:00,0,0.189396,0.161392,1,27,17.14,0.401,0.52,na,,,,,,LONG,RANGING,2
AVAX,core9,swing,2026-07-29 13:42,1785301200,2026-07-29 05:00,6.358000,0.064868,0.7708,0,CLOSED,1785330000,2026-07-29 13:00,0,0.189396,0.161392,1,27,17.14,0.401,0.52,na,,,,,,LONG,RANGING,2
ETC,added20,pdh_pdl,2026-07-29 13:42,1785301200,2026-07-29 05:00,6.640000,0.052459,0.1906,1,CLOSED,1785330000,2026-07-29 13:00,0,0.326784,0.290620,1,5,193.41,0.3769,1.977,na,,,,,,LONG,TREND_DOWN,2
ETC,added20,session,2026-07-29 13:42,1785301200,2026-07-29 05:00,6.640000,0.052459,0.1906,1,CLOSED,1785330000,2026-07-29 13:00,0,0.326784,0.290620,1,5,193.41,0.3769,1.977,na,,,,,,LONG,TREND_DOWN,2
ETC,added20,swing,2026-07-29 13:42,1785301200,2026-07-29 05:00,6.640000,0.052459,0.1906,1,CLOSED,1785330000,2026-07-29 13:00,0,0.326784,0.290620,1,5,193.41,0.3769,1.977,na,,,,,,LONG,TREND_DOWN,2
INJ,added20,session,2026-07-29 13:42,1785301200,2026-07-29 05:00,4.514000,0.048111,0.6443,0,CLOSED,1785330000,2026-07-29 13:00,0,0.522600,0.495793,1,29,9.38,0.0844,0.131,0,,,,,,LONG,TREND_DOWN,0
LTC,added20,pdh_pdl,2026-07-29 13:42,1785301200,2026-07-29 05:00,45.060000,0.356584,0.2524,0,CLOSED,1785330000,2026-07-29 13:00,0,0.272426,0.236322,1,7,5.67,0.4645,1.84,na,,,,,,LONG,TREND_DOWN,1
APT,added20,pdh_pdl,2026-07-29 13:42,1785304800,2026-07-29 06:00,0.575000,0.005912,1.0148,0,CLOSED,1785333600,2026-07-29 14:00,0,-0.773199,-0.800986,0,26,18.43,0.388,0.382,1,,,,,,LONG,TREND_DOWN,2
APT,added20,session,2026-07-29 13:42,1785304800,2026-07-29 06:00,0.574000,0.005912,0.8457,0,CLOSED,1785333600,2026-07-29 14:00,0,-0.724874,-0.752613,0,21,16.42,0.2175,0.257,1,,,,,,LONG,TREND_DOWN,0
APT,added20,swing,2026-07-29 13:42,1785304800,2026-07-29 06:00,0.575000,0.005912,1.0148,0,CLOSED,1785333600,2026-07-29 14:00,0,-0.773199,-0.800986,0,26,18.43,0.388,0.382,1,,,,,,LONG,TREND_DOWN,2
INJ,added20,pdh_pdl,2026-07-29 13:42,1785304800,2026-07-29 06:00,4.533000,0.048111,1.0393,0,CLOSED,1785333600,2026-07-29 14:00,0,0.095018,0.068098,0,44,10.39,0.1399,0.135,0,,,,,,LONG,TREND_DOWN,3
INJ,added20,pwh_pwl,2026-07-29 13:42,1785304800,2026-07-29 06:00,4.533000,0.048111,1.0393,0,CLOSED,1785333600,2026-07-29 14:00,0,0.095018,0.068098,0,44,10.39,0.1399,0.135,0,,,,,,LONG,TREND_DOWN,3
INJ,added20,swing,2026-07-29 13:42,1785304800,2026-07-29 06:00,4.533000,0.048111,1.0393,0,CLOSED,1785333600,2026-07-29 14:00,0,0.095018,0.068098,0,44,10.39,0.1399,0.135,0,,,,,,LONG,TREND_DOWN,3
SOL,core9,session,2026-07-29 13:42,1785315600,2026-07-29 09:00,74.280000,0.583798,0.0856,1,CLOSED,1785344400,2026-07-29 17:00,0,0.166398,0.130045,1,2,4.5,0.4624,4.624,0,,,,,,SHORT,NEUTRAL,
TRX,added20,session,2026-07-29 13:42,1785315600,2026-07-29 09:00,0.326100,0.000493,0.2029,1,CLOSED,1785344400,2026-07-29 17:00,0,-0.115948,-0.305002,1,19,7.07,0.0638,0.314,1,,,,,,SHORT,TREND_UP,
XRP,core9,session,2026-07-29 13:42,1785315600,2026-07-29 09:00,1.091100,0.007970,0.0376,1,CLOSED,1785344400,2026-07-29 17:00,0,0.380008,0.340892,1,1,2.98,0.1585,1.585,0,,,,,,SHORT,NEUTRAL,
TRX,added20,pdh_pdl,2026-07-29 13:42,1785319200,2026-07-29 10:00,0.326200,0.000493,0.2027,1,CLOSED,1785348000,2026-07-29 18:00,0,0.289570,0.100655,0,6,2.86,0.8571,4.228,0,,,,,,SHORT,TREND_UP,2
TRX,added20,swing,2026-07-29 13:42,1785319200,2026-07-29 10:00,0.326200,0.000493,0.2027,1,CLOSED,1785348000,2026-07-29 18:00,0,0.289570,0.100655,0,6,2.86,0.8571,4.228,0,,,,,,SHORT,TREND_UP,2
UNI,added20,pdh_pdl,2026-07-29 13:42,1785319200,2026-07-29 10:00,4.008000,0.054765,0.0365,1,CLOSED,1785348000,2026-07-29 18:00,0,0.083474,0.062564,1,1,41.12,0.7256,7.256,1,,,,,,SHORT,NEUTRAL,2
UNI,added20,pwh_pwl,2026-07-29 13:42,1785319200,2026-07-29 10:00,4.008000,0.054765,0.0365,1,CLOSED,1785348000,2026-07-29 18:00,0,0.083474,0.062564,1,1,41.12,0.7256,7.256,1,,,,,,SHORT,NEUTRAL,2
UNI,added20,swing,2026-07-29 13:42,1785319200,2026-07-29 10:00,3.962000,0.054765,0.8765,0,CLOSED,1785348000,2026-07-29 18:00,0,-0.156514,-0.177185,0,34,9.4,0.261,0.298,0,,,,,,SHORT,NEUTRAL,3
AAVE,added20,session,2026-07-29 13:42,1785322800,2026-07-29 11:00,97.510000,1.174745,0.4001,0,CLOSED,1785351600,2026-07-29 19:00,0,-0.097286,-0.121001,0,9,3.12,0.2425,0.606,0,,,,,,LONG,NEUTRAL,0
HBAR,added20,session,2026-07-29 16:05,1785333600,2026-07-29 14:00,0.067940,0.000436,0.0229,1,CLOSED,1785362400,2026-07-29 22:00,0,-0.039301,-0.083802,1,2,9.31,-0.2036,-2.036,1,,,,,,LONG,RANGING,0
OP,added20,session,2026-07-29 16:05,1785333600,2026-07-29 14:00,0.086700,0.000915,0.4370,0,CLOSED,1785362400,2026-07-29 22:00,0,0.530703,0.503637,0,54,4.75,0.1376,0.315,na,,,,,,LONG,TREND_DOWN,0
APT,added20,pdh_pdl,2026-07-29 17:05,1785337200,2026-07-29 15:00,0.559000,0.005840,0.3425,0,CLOSED,1785366000,2026-07-29 23:00,0,0.293560,0.266210,0,2,12.65,0.6262,1.828,0,,,,,,LONG,TREND_DOWN,2
APT,added20,session,2026-07-29 17:05,1785337200,2026-07-29 15:00,0.559000,0.005840,0.3425,0,CLOSED,1785366000,2026-07-29 23:00,0,0.293560,0.266210,0,2,12.65,0.6262,1.828,0,,,,,,LONG,TREND_DOWN,2
APT,added20,swing,2026-07-29 17:05,1785337200,2026-07-29 15:00,0.559000,0.005840,0.3425,0,CLOSED,1785366000,2026-07-29 23:00,0,0.293560,0.266210,0,2,12.65,0.6262,1.828,0,,,,,,LONG,TREND_DOWN,2
LINK,core9,session,2026-07-29 17:05,1785337200,2026-07-29 15:00,8.292000,0.069820,0.4154,0,CLOSED,1785366000,2026-07-29 23:00,0,0.175962,0.142030,0,34,3.92,0.2367,0.57,0,,,,,,LONG,NEUTRAL,0
LTC,added20,session,2026-07-29 17:05,1785337200,2026-07-29 15:00,44.970000,0.323900,0.2161,1,CLOSED,1785366000,2026-07-29 23:00,0,0.423412,0.383743,0,4,10.12,-0.7236,-3.348,na,,,,,,LONG,TREND_DOWN,0
UNI,added20,session,2026-07-29 17:05,1785337200,2026-07-29 15:00,3.945000,0.054765,1.1869,0,CLOSED,1785366000,2026-07-29 23:00,0,-0.239989,-0.260570,0,41,9.35,0.2848,0.24,0,,,,,,SHORT,TREND_UP,2
ATOM,added20,session,2026-07-29 18:05,1785340800,2026-07-29 16:00,1.276000,0.010224,0.2934,0,CLOSED,1785369600,2026-07-30 00:00,0,0.083837,0.048179,0,3,16.43,0.4625,1.576,na,,,,,,LONG,TREND_DOWN,1
ATOM,added20,swing,2026-07-29 18:05,1785340800,2026-07-29 16:00,1.276000,0.010224,0.2934,0,CLOSED,1785369600,2026-07-30 00:00,0,0.083837,0.048179,0,3,16.43,0.4625,1.576,na,,,,,,LONG,TREND_DOWN,1
ICP,added20,pdh_pdl,2026-07-29 18:05,1785340800,2026-07-29 16:00,2.049000,0.017753,0.0563,1,CLOSED,1785369600,2026-07-30 00:00,0,0.321875,0.288899,1,1,207.13,0.5064,5.064,1,,,,,,LONG,TREND_DOWN,3
ICP,added20,pwh_pwl,2026-07-29 18:05,1785340800,2026-07-29 16:00,2.049000,0.017753,0.0563,1,CLOSED,1785369600,2026-07-30 00:00,0,0.321875,0.288899,1,1,207.13,0.5064,5.064,1,,,,,,LONG,TREND_DOWN,3
ICP,added20,session,2026-07-29 18:05,1785340800,2026-07-29 16:00,2.049000,0.017753,0.0563,1,CLOSED,1785369600,2026-07-30 00:00,0,0.321875,0.288899,1,1,207.13,0.5064,5.064,1,,,,,,LONG,TREND_DOWN,3
ICP,added20,swing,2026-07-29 18:05,1785340800,2026-07-29 16:00,2.049000,0.017753,0.0563,1,CLOSED,1785369600,2026-07-30 00:00,0,0.321875,0.288899,1,1,207.13,0.5064,5.064,1,,,,,,LONG,TREND_DOWN,3
BNB,core9,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,567.400000,2.377510,0.0126,1,CLOSED,1785373200,2026-07-30 01:00,0,0.999846,0.931659,1,1,4.47,-0.0605,-0.605,na,,,,,,LONG,RANGING,
BTC,core9,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,63886.000000,360.769691,0.7258,0,CLOSED,1785373200,2026-07-30 01:00,0,0.300944,0.250349,0,24,3.09,-0.0003,-0.0,0,1,1.91,na,0.002499,na,LONG,RANGING,
ETC,added20,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,6.640000,0.043189,0.2315,1,CLOSED,1785373200,2026-07-30 01:00,0,0.793847,0.749921,1,1,262.48,0.9109,3.935,1,,,,,,LONG,TREND_DOWN,
FIL,added20,pdh_pdl,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.670000,0.007019,0.4416,0,CLOSED,1785373200,2026-07-30 01:00,0,0.529146,0.501874,0,11,55.7,0.1414,0.32,0,,,,,,LONG,TREND_DOWN,3
FIL,added20,pwh_pwl,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.670000,0.007019,0.4416,0,CLOSED,1785373200,2026-07-30 01:00,0,0.529146,0.501874,0,11,55.7,0.1414,0.32,0,,,,,,LONG,TREND_DOWN,3
FIL,added20,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.670000,0.007019,0.4416,0,CLOSED,1785373200,2026-07-30 01:00,0,0.529146,0.501874,0,11,55.7,0.1414,0.32,0,,,,,,LONG,TREND_DOWN,3
FIL,added20,swing,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.670000,0.007019,0.4416,0,CLOSED,1785373200,2026-07-30 01:00,0,0.529146,0.501874,0,11,55.7,0.1414,0.32,0,,,,,,LONG,TREND_DOWN,3
SUI,added20,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.680600,0.005182,0.0193,1,CLOSED,1785373200,2026-07-30 01:00,0,0.479657,0.442133,1,2,3.01,0.5405,5.405,0,,,,,,LONG,NEUTRAL,
VET,added20,session,2026-07-29 19:05,1785344400,2026-07-29 17:00,0.004472,0.000035,0.0564,1,CLOSED,1785373200,2026-07-30 01:00,0,0.539883,0.503847,na,,,,,,,,,,,LONG,RANGING,
APT,added20,pwh_pwl,2026-07-29 20:05,1785348000,2026-07-29 18:00,0.555000,0.006361,0.1572,1,CLOSED,1785376800,2026-07-30 02:00,0,0.583878,0.558951,1,1,161.46,0.6487,4.127,1,,,,,,LONG,TREND_DOWN,3
AVAX,core9,session,2026-07-29 20:05,1785348000,2026-07-29 18:00,6.438000,0.050785,0.0197,1,CLOSED,1785376800,2026-07-30 02:00,0,-0.298175,-0.334395,0,1,1.58,0.4997,4.997,0,,,,,,SHORT,NEUTRAL,0
SAND,added20,session,2026-07-29 20:05,1785348000,2026-07-29 18:00,0.041400,0.000364,0.2196,1,CLOSED,1785376800,2026-07-30 02:00,0,-0.062753,-0.095228,0,6,7.16,0.7487,3.409,na,,,,,,SHORT,TREND_DOWN,0
ADA,core9,pdh_pdl,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.168600,0.001916,0.2609,0,CLOSED,1785380400,2026-07-30 03:00,0,0.924394,0.899257,1,1,16.12,-0.0038,-0.015,na,,,,,,SHORT,TREND_UP,1
ADA,core9,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.168600,0.001916,0.2609,0,CLOSED,1785380400,2026-07-30 03:00,0,0.924394,0.899257,1,1,16.12,-0.0038,-0.015,na,,,,,,SHORT,TREND_UP,1
ADA,core9,swing,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.167300,0.001916,0.9393,0,CLOSED,1785380400,2026-07-30 03:00,0,0.730570,0.705626,0,11,9.44,0.1125,0.12,na,,,,,,SHORT,TREND_UP,2
ARB,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.079500,0.000775,0.1290,1,CLOSED,1785380400,2026-07-30 03:00,0,0.110571,0.081269,1,1,173.58,0.114,0.884,na,,,,,,SHORT,RANGING,0
AXS,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.821000,0.007159,0.8381,0,CLOSED,1785380400,2026-07-30 03:00,0,-0.119722,-0.152486,0,35,29.84,0.1434,0.171,0,,,,,,SHORT,TREND_DOWN,0
DOGE,core9,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.071090,0.000533,0.1126,1,CLOSED,1785380400,2026-07-30 03:00,0,0.466539,0.428417,1,2,93.27,0.1801,1.599,na,,,,,,SHORT,NEUTRAL,0
DOT,added20,pdh_pdl,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.772000,0.007037,0.7105,0,CLOSED,1785380400,2026-07-30 03:00,0,0.243597,0.212254,0,19,42.23,0.3092,0.435,na,,,,,,SHORT,NEUTRAL,1
DOT,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.772000,0.007037,0.7105,0,CLOSED,1785380400,2026-07-30 03:00,0,0.243597,0.212254,0,19,42.23,0.3092,0.435,na,,,,,,SHORT,NEUTRAL,1
DOT,added20,swing,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.769000,0.007037,1.1368,0,CLOSED,1785380400,2026-07-30 03:00,0,0.121798,0.090577,0,38,26.84,0.2471,0.217,na,,,,,,SHORT,NEUTRAL,0
ETH,core9,pdh_pdl,2026-07-29 21:05,1785351600,2026-07-29 19:00,1929.670000,16.986815,0.3538,0,CLOSED,1785380400,2026-07-30 03:00,0,0.331013,0.298556,1,2,20.75,0.2223,0.628,na,,,,,,SHORT,RANGING,2
ETH,core9,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,1928.510000,16.986815,0.4221,0,CLOSED,1785380400,2026-07-30 03:00,0,0.311502,0.279065,1,3,34.08,0.2254,0.534,na,,,,,,SHORT,RANGING,2
ETH,core9,swing,2026-07-29 21:05,1785351600,2026-07-29 19:00,1929.670000,16.986815,0.3538,0,CLOSED,1785380400,2026-07-30 03:00,0,0.331013,0.298556,1,2,20.75,0.2223,0.628,na,,,,,,SHORT,RANGING,2
INJ,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,4.657000,0.057081,0.3679,0,CLOSED,1785380400,2026-07-30 03:00,0,0.005005,-0.018305,1,9,53.94,-0.0237,-0.064,1,,,,,,SHORT,NEUTRAL,0
NEAR,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,1.614000,0.020687,1.2568,0,CLOSED,1785380400,2026-07-30 03:00,0,-0.193360,-0.215651,0,38,6.68,0.2608,0.208,1,,,,,,SHORT,TREND_DOWN,0
SOL,core9,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,74.330000,0.590794,0.3385,0,CLOSED,1785380400,2026-07-30 03:00,0,0.299839,0.263892,1,9,19.42,0.0811,0.24,1,,,,,,SHORT,NEUTRAL,0
SUI,added20,swing,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.696900,0.005747,0.1218,1,CLOSED,1785380400,2026-07-30 03:00,0,0.442431,0.407787,1,3,4.22,0.411,3.374,0,,,,,,SHORT,NEUTRAL,2
TRX,added20,session,2026-07-29 21:05,1785351600,2026-07-29 19:00,0.325800,0.000545,0.5507,0,CLOSED,1785380400,2026-07-30 03:00,0,0.000000,-0.170874,0,28,8.99,0.7227,1.312,1,,,,,,LONG,TREND_UP,0
SAND,added20,swing,2026-07-29 22:05,1785355200,2026-07-29 20:00,0.040800,0.000432,0.2316,1,CLOSED,1785384000,2026-07-30 04:00,0,0.244841,0.217842,0,10,79.92,0.6857,2.961,na,,,,,,LONG,TREND_DOWN,1
AXS,added20,swing,2026-07-29 23:05,1785358800,2026-07-29 21:00,0.807000,0.008224,0.3648,0,CLOSED,1785387600,2026-07-30 05:00,0,0.590592,0.562556,0,4,108.56,0.7722,2.117,1,,,,,,LONG,TREND_DOWN,1
DOGE,core9,pdh_pdl,2026-07-29 23:05,1785358800,2026-07-29 21:00,0.069160,0.000624,0.5449,0,CLOSED,1785387600,2026-07-30 05:00,0,0.448758,0.417089,1,3,83.4,0.0913,0.168,1,,,,,,LONG,TREND_DOWN,1
DOGE,core9,swing,2026-07-29 23:05,1785358800,2026-07-29 21:00,0.069230,0.000624,0.6571,0,OPEN,,,,,,1,3,83.4,0.0913,0.139,1,,,,,,,,
ETC,added20,swing,2026-07-29 23:05,1785358800,2026-07-29 21:00,6.630000,0.054619,0.9154,0,CLOSED,1785387600,2026-07-30 05:00,0,0.575415,0.540734,0,37,79.26,0.4265,0.466,0,,,,,,LONG,NEUTRAL,1
HBAR,added20,pdh_pdl,2026-07-29 23:05,1785358800,2026-07-29 21:00,0.067090,0.000505,0.1783,1,CLOSED,1785387600,2026-07-30 05:00,0,0.430252,0.392271,0,7,6.67,0.3827,2.146,0,,,,,,LONG,RANGING,2
HBAR,added20,swing,2026-07-29 23:05,1785358800,2026-07-29 21:00,0.067090,0.000505,0.1783,1,CLOSED,1785387600,2026-07-30 05:00,0,0.430252,0.392271,0,7,6.67,0.3827,2.146,0,,,,,,LONG,RANGING,2
