ts_ms,l_upd_us,l_bid,l_ask,l_bid_sz,l_ask_sz,l_cum_bid_1bps,l_cum_bid_5bps,l_cum_bid_10bps,l_cum_ask_1bps,l_cum_ask_5bps,l_cum_ask_10bps,b_bid,b_ask,b_bid_sz,b_ask_sz
1788588230244,1788588230195625,79572.8,79579.0,0.00062,0.2368,371922.55,3833501.71,8339853.39,840357.37,3521477.36,8594428.8,79596.83,79596.84,3.93133,0.107
1788588230506,1788588230195625,79572.8,79579.0,0.00062,0.2368,371922.55,3833501.71,8339853.39,840357.37,3521477.36,8594428.8,79596.83,79596.84,3.92863,0.10686
1788588230751,1788588230705349,79572.2,79574.3,0.00845,2.00189,198671.55,3787321.6,8248687.3,498596.09,3135081.89,8165352.13,79596.83,79596.84,3.78797,0.26218
1788588230996,1788588230858559,79574.2,79574.3,0.01,2.00189,181680.73,3548592.57,7757984.54,470368.46,3138640.67,8168910.92,79596.83,79596.84,3.78797,0.26266
1788588231255,1788588231200655,79572.2,79574.3,0.00845,2.00202,207174.1,3795823.87,8257189.57,473146.98,3141419.08,8171689.32,79596.83,79596.84,3.791,0.11323
1788588231499,1788588231401949,79572.2,79574.3,0.00845,2.00202,192173.71,3794507.85,8255873.55,440194.9,3108467.01,8138737.25,79596.83,79596.84,3.791,0.26137
1788588231755,1788588231692912,79572.2,79574.3,0.00845,2.00197,192173.59,3850845.17,8312210.87,440986.7,3109258.8,8139529.04,79596.83,79596.84,3.791,0.26137
1788588232000,1788588231954161,79572.2,79574.3,0.00783,2.00197,192074.93,3818922.18,8280287.88,415953.09,3084224.83,8114495.07,79596.83,79596.84,3.82093,0.24137
1788588232244,1788588232133204,79572.2,79574.3,0.00783,2.00178,192173.58,3851845.01,8313210.72,440971.61,3109243.35,8139513.59,79596.83,79596.84,3.81722,0.23648
1788588232505,1788588232133204,79572.2,79574.3,0.00783,2.00178,192173.58,3851845.01,8313210.72,440971.61,3109243.35,8139513.59,79596.83,79596.84,3.80194,0.23648
1788588232749,1788588232700102,79572.2,79574.3,0.00783,2.00173,191969.93,3851641.37,8313007.07,447344.83,3115616.57,8145886.81,79596.83,79596.84,3.80194,0.15794
1788588232995,1788588232856182,79574.2,79574.3,0.01,2.00173,177378.54,3604410.07,7813802.04,439139.2,3075577.1,8105847.35,79596.83,79596.84,3.78303,0.15794
1788588233255,1788588233192448,79574.2,79574.3,0.01,2.00173,175242.86,3602274.39,7811666.36,439138.98,3107410.72,8137680.97,79596.83,79596.84,3.78303,0.15794
1788588233500,1788588233456351,79574.8,79579.3,2.00189,0.02527,490237.79,3910271.22,7960522.74,441752.99,3097189.15,8170140.59,79596.83,79596.84,3.79748,0.15342
1788588233744,1788588233669522,79575.4,79579.1,0.09212,0.01,517053.24,3913137.42,7967065.86,444381.65,3165297.79,8238249.23,79596.83,79596.84,3.79748,0.15356
1788588234004,1788588233927544,79575.4,79579.3,0.09212,0.02427,520952.43,3917036.6,7970965.04,446990.76,3167896.55,8240848.0,79596.83,79596.84,3.79432,0.15356
1788588234252,1788588234199075,79575.4,79579.3,0.09212,0.02422,525647.32,3889907.41,7943835.86,415402.8,3168144.24,8241095.68,79596.83,79596.84,3.79057,0.15356
1788588234498,1788588234455044,79578.2,79579.3,0.01,0.02422,235585.76,3398871.52,7789609.06,334078.69,3024559.41,8097510.85,79609.08,79609.09,0.77119,24.31298
1788588234742,1788588234704394,79575.4,79579.3,0.09212,0.02422,464034.43,3531259.51,7585187.95,540378.86,3212748.24,8393801.22,79609.08,79609.09,0.76446,24.32293
1788588235002,1788588234944618,79575.4,79579.8,0.09212,0.00628,446448.37,3527358.36,7581286.8,576287.01,4427824.09,8389854.9,79609.08,79609.09,0.78022,24.44525
1788588235245,1788588235179682,79578.7,79580.2,0.01,0.00638,215270.78,3256253.4,7653167.12,605299.39,4562022.69,8445254.78,79609.08,79609.09,0.77903,24.60132
1788588235503,1788588235334857,79576.7,79580.2,0.55094,0.00638,443198.9,3449064.24,7680584.96,639281.26,4596004.56,8479236.65,79609.08,79609.09,0.78179,24.56273
1788588235747,1788588235705756,79575.4,79580.2,0.09212,0.00633,459976.15,3784531.59,7838460.03,639277.28,4596000.58,8390345.53,79609.08,79609.09,0.78179,24.55983
1788588236008,1788588235940398,79578.4,79580.2,0.01,0.00633,215443.51,3477925.62,7868663.16,606358.66,4531246.32,8325591.28,79609.08,79609.09,0.78319,24.54296
1788588236253,1788588236207297,79575.4,79580.2,0.09212,0.00623,468993.7,3793549.14,7847477.58,637090.59,4593817.67,8388162.63,79609.08,79609.09,0.77689,24.54296
1788588236500,1788588236448945,79575.4,79580.2,0.09153,0.00578,482632.81,3820873.99,7874802.43,637850.64,4594577.72,8388922.68,79609.08,79609.09,0.77627,24.53919
1788588236746,1788588236687585,79575.4,79580.2,0.09153,0.00578,482632.81,3820873.99,7874802.43,637850.64,4594577.73,8388922.68,79609.08,79609.09,0.77794,24.53919
1788588237007,1788588236843929,79575.4,79580.2,0.09153,0.00578,482632.81,3820873.99,7874802.43,637054.78,4593781.86,8388126.82,79609.08,79609.09,0.77706,24.45919
1788588237251,1788588237185728,79575.4,79580.2,0.09153,0.00564,482632.82,3820874.0,7874802.44,639378.19,4589671.3,8384016.26,79609.08,79609.09,0.77856,24.45919
1788588237496,1788588237440569,79575.4,79580.2,0.09153,0.00564,482632.82,3789047.56,7842976.0,640174.05,4596901.46,8391246.41,79609.08,79609.09,0.77235,24.45423
1788588237757,1788588237554135,79575.4,79580.2,0.09153,0.00564,482632.82,3820873.64,7874802.08,640174.05,4596901.46,8391246.41,79609.08,79609.09,0.76858,24.3567
1788588238005,1788588237941131,79575.4,79580.2,0.09153,0.00564,482632.84,3820873.66,7874802.11,550153.11,4504132.16,8298477.11,79609.08,79609.09,0.76851,24.0367
1788588238249,1788588238178540,79574.9,79580.2,0.61268,0.00559,526102.77,3866020.99,7916272.51,576194.56,4498337.09,8292682.04,79609.08,79609.09,0.76851,24.0367
1788588238493,1788588238427746,79574.9,79580.2,0.61268,0.00559,526102.76,3866020.98,7916272.51,604435.51,4558414.68,8352759.63,79609.08,79609.09,0.76851,24.03127
1788588238752,1788588238673392,79574.9,79580.2,0.61268,0.00559,523347.97,3863266.1,7913517.63,605231.37,4559235.21,8353580.16,79609.08,79609.09,0.76673,24.02609
1788588239000,1788588238673392,79574.9,79580.2,0.61268,0.00559,523347.97,3863266.1,7913517.63,605231.37,4559235.21,8353580.16,79609.08,79609.09,0.76662,24.01989
1788588239247,1788588239207781,79574.9,79580.2,0.61268,0.00554,365965.74,3705883.87,7756135.4,615586.27,4569590.1,8363935.05,79609.08,79609.09,0.76669,23.78261
1788588239494,1788588239447996,79574.9,79580.2,0.61268,0.00554,366714.52,3706632.65,7756884.18,596328.54,4550332.37,8344677.33,79609.08,79609.09,0.76669,23.78246
1788588239755,1788588239702248,79575.5,79580.2,2.00189,0.00554,524016.39,3830431.13,7884359.58,612331.67,4534498.86,8328843.81,79609.08,79609.09,0.76171,23.71246
1788588240002,1788588239939439,79575.6,79580.2,0.10573,0.00549,360900.59,3711369.05,7765297.5,612577.59,4566581.22,8360926.18,79609.08,79609.09,0.76328,23.71228
1788588240248,1788588240206792,79574.9,79581.8,0.61268,0.0006,365968.16,3705886.06,7756137.58,648100.73,4738956.87,8421362.69,79609.08,79609.09,0.76328,23.70732
1788588240496,1788588240435581,79574.9,79581.2,0.61268,0.20313,366724.9,3706643.29,7756894.81,667411.83,4755211.28,8482663.69,79609.08,79609.09,0.76349,23.70418
1788588240757,1788588240668144,79574.3,79581.2,0.03951,0.08401,396414.21,3709292.45,7918684.42,672936.84,4760736.29,8488188.71,79609.08,79609.09,0.76009,23.70718
1788588241001,1788588240953039,79575.1,79581.9,0.03882,0.02995,448191.94,3765856.7,7819641.06,598360.23,4783614.63,8511067.04,79609.08,79609.09,0.75632,23.70718
1788588241245,1788588241192114,79575.3,79581.5,0.03882,0.06913,448167.31,3765881.4,7819665.76,594206.5,4779460.9,8506913.31,79609.08,79609.09,0.75491,23.70725
1788588241505,1788588241449229,79575.3,79581.4,0.03882,0.02995,448167.31,3765881.4,7819665.76,625172.81,4802705.41,8530157.83,79609.08,79609.09,0.74988,23.70725
1788588241751,1788588241607331,79575.3,79581.8,0.03882,0.02947,448167.31,3765882.08,7819666.44,591060.65,4768593.06,8496045.47,79609.08,79609.09,0.74995,23.70416
1788588241997,1788588241949239,79575.4,79581.8,0.00054,0.02947,448210.28,3765925.05,7819709.41,620052.06,4797584.47,8525036.88,79609.08,79609.09,0.75008,23.70416
1788588242256,1788588242044971,79575.4,79581.8,0.00054,0.02947,448210.29,3765925.07,7819709.42,620751.62,4798284.03,8525736.44,79609.08,79609.09,0.75015,23.70416
1788588242503,1788588242444962,79575.4,79581.8,0.00054,0.02942,452109.45,3776994.89,7830779.24,620747.89,4811792.24,8539244.65,79609.08,79609.09,0.75015,23.70416
1788588242749,1788588242681447,79575.4,79581.8,0.00054,0.02942,446022.48,3745174.39,7798958.74,620747.89,4811797.73,8539250.15,79609.08,79609.09,0.75015,23.70381
1788588243006,1788588242889270,79575.4,79581.8,0.00054,0.02942,446022.48,3776780.27,7830564.63,622766.43,4813816.08,8541268.49,79609.08,79609.09,0.75015,23.69885
1788588243254,1788588243164158,79575.4,79581.8,0.00054,0.02942,445905.55,3776883.69,7830668.05,638100.22,4829094.93,8556547.34,79609.08,79609.09,0.75015,23.69885
1788588243501,1788588243452883,79575.4,79581.8,0.00054,0.02942,445856.21,3667351.51,7516663.88,638100.22,4721053.13,8235976.59,79609.08,79609.09,0.75015,23.69885
1788588243748,1788588243680849,79575.4,79581.8,0.00054,0.02942,445972.41,3667467.7,7516780.07,638100.22,4678830.42,8193753.88,79609.08,79609.09,0.75015,23.69565
1788588244008,1788588243941326,79575.4,79581.8,0.00054,0.02942,445972.41,3667467.1,7516779.47,605604.43,4661342.39,8176265.85,79609.08,79609.09,0.7499,23.6941
1788588244253,1788588244142489,79575.4,79581.8,0.00054,0.02942,445972.41,3774171.02,7834526.8,605604.43,4658538.31,8486241.42,79609.08,79609.09,0.7499,23.6941
1788588244501,1788588244371454,79575.4,79581.8,0.00054,0.02942,446021.74,3774171.02,7834526.8,605604.43,4658538.31,8486241.42,79609.08,79609.09,0.74494,23.6906
1788588244745,1788588244675933,79575.4,79581.8,0.00054,0.02942,446021.74,3780605.77,7840961.55,605604.43,4661311.87,8489006.39,79609.08,79609.09,0.74452,23.6906
1788588245004,1788588244931862,79575.4,79581.8,0.00054,0.02942,446021.74,3780605.77,7840961.55,633235.38,4688942.81,8516637.33,79609.08,79609.09,0.74452,23.68983
1788588245248,1788588245174809,79575.4,79581.8,0.00054,0.02942,446021.74,3748780.13,7809135.91,605614.78,4629486.18,8457180.7,79609.08,79609.09,0.74132,23.64983
1788588245496,1788588245411326,79575.4,79581.8,0.00054,0.02963,451116.88,3785701.75,7846057.53,634112.6,4689820.23,8517514.75,79609.08,79609.09,0.74133,23.64683
1788588245756,1788588245693754,79575.4,79581.8,0.00054,0.02961,451116.88,3785701.75,7846057.53,634111.0,4689818.64,8517513.16,79609.08,79609.09,0.73974,23.64606
1788588246001,1788588245854549,79575.4,79581.8,0.00054,0.02961,451116.9,3785701.76,7846057.55,634111.29,4689818.93,8517513.45,79609.08,79609.09,0.7399,23.64606
1788588246243,1788588246044361,79575.5,79581.8,0.06344,0.02961,466576.69,3796008.97,7856364.75,610590.26,4691033.44,8518727.96,79609.08,79609.09,0.74247,23.63606
1788588246501,1788588246446782,79575.5,79581.8,0.06344,0.02961,466576.69,3796008.36,7856364.15,609638.43,4690081.61,8517776.13,79609.08,79609.09,0.74247,23.63606
1788588246748,1788588246635562,79575.5,79581.8,0.06344,0.02961,466576.7,3796008.37,7856364.16,611365.45,4691808.63,8519503.15,79609.08,79609.09,0.7362,23.63571
1788588246994,1788588246894870,79575.5,79581.8,0.06344,0.02961,466576.7,3796008.38,7856364.16,610574.95,4691018.13,8518712.65,79609.08,79609.09,0.73599,23.63571
1788588247254,1788588247127955,79575.5,79581.8,0.06344,0.02961,466576.7,3796008.37,7856364.16,610574.95,4691018.13,8518712.65,79609.08,79609.09,0.73636,23.63551
1788588247498,1788588247397811,79575.5,79581.8,0.06344,0.02961,466576.7,3796008.37,7856364.16,611370.81,4691813.99,8519508.51,79609.08,79609.09,0.73622,23.6309
1788588247743,1788588247583691,79575.5,79581.8,0.06344,0.02961,473300.45,3798732.3,7859088.08,596366.08,4674033.83,8501728.35,79609.08,79609.09,0.70088,23.6309
1788588248005,1788588247932723,79575.5,79581.8,0.06344,0.02961,473300.44,3798732.89,7859088.67,610573.94,4688241.69,8515936.21,79609.08,79609.09,0.70081,23.6309
1788588248252,1788588248171530,79575.6,79581.8,0.00054,0.02961,459165.26,3798775.86,7859131.64,577922.63,4658324.42,8486018.94,79609.08,79609.09,0.69748,23.5638
1788588248495,1788588248397927,79575.6,79581.8,0.00054,0.02961,459076.81,3798687.41,7859043.2,605148.58,4685550.37,8513244.89,79609.08,79609.09,0.69748,23.5632
1788588248758,1788588248618441,79575.3,79581.8,0.03882,0.02961,473211.99,3798644.44,7859000.23,605944.45,4686346.24,8514040.75,79609.08,79609.09,0.69371,23.55943
1788588249004,1788588248930870,79575.3,79581.8,0.03882,0.02961,473211.99,3798644.44,7859000.23,605944.45,4686346.24,8514040.75,79609.08,79609.09,0.69051,23.55943
1788588249249,1788588249200360,79575.7,79581.8,0.00054,0.02961,459076.81,3765860.37,7827216.72,605148.58,4685550.37,8513244.89,79609.08,79609.09,0.69301,23.55447
1788588249508,1788588249453152,79575.2,79579.7,0.00031,2.00189,442055.66,3767318.07,7827673.85,738541.16,4376768.41,8594480.42,79609.08,79609.09,0.69037,23.6266
1788588249751,1788588249647571,79578.5,79579.7,0.01,2.0021,133802.37,3532876.23,7826734.44,740133.13,4378400.18,8596112.19,79609.08,79609.09,0.68896,23.6296
1788588249996,1788588249828469,79578.5,79579.7,0.006,2.0021,133494.4,3532568.26,7826426.47,740112.44,4379379.91,8597091.92,79609.08,79609.09,0.68889,23.6296
1788588250257,1788588250052303,79578.5,79579.7,0.006,2.0021,133494.4,3532568.26,7826426.47,740129.77,4379397.23,8597109.24,79609.08,79609.09,0.69153,23.62332
1788588250504,1788588250417862,79578.5,79579.7,0.006,2.0021,133494.4,3532568.26,7826426.47,740140.11,4378407.16,8596119.17,79609.08,79609.09,0.68889,23.59148
1788588250748,1788588250704118,79578.5,79579.7,0.006,2.0021,133494.4,3532568.26,7826426.47,740140.11,4423437.64,8596111.66,79609.08,79609.09,0.68889,23.59148
1788588251007,1788588250887347,79578.5,79579.7,0.006,2.0021,133494.4,3515380.39,7809238.6,707980.3,4391277.83,8563951.85,79609.08,79609.09,0.68393,23.58451
1788588251251,1788588251195570,79575.3,79579.7,0.03836,2.00205,445214.45,3777286.31,7837642.1,737941.95,4421232.38,8593906.4,79609.08,79609.09,0.684,23.58451
1788588251497,1788588251458876,79575.3,79579.7,0.03836,2.00205,446805.82,3778877.69,7839233.47,737941.95,4421232.38,8593906.4,79609.08,79609.09,0.68391,23.58119
1788588251756,1788588251458876,79575.3,79579.7,0.03836,2.00205,446805.82,3778877.69,7839233.47,737941.95,4421232.38,8593906.4,79609.08,79609.09,0.68391,23.58419
1788588252004,1788588251809509,79575.3,79579.7,0.03836,2.00205,446805.82,3778877.69,7839233.47,708067.08,4391357.5,8564031.52,79609.08,79609.09,0.68398,23.58419
1788588252250,1788588252203473,79577.5,79579.7,0.01,2.00205,310740.03,3552473.72,7789421.71,708067.75,4391308.04,8563982.05,79609.08,79609.09,0.68405,23.58398
1788588252497,1788588252418933,79577.5,79579.7,0.01,2.00205,310740.02,3552473.72,7789421.7,740680.4,4430355.15,8603029.17,79609.08,79609.09,0.67947,23.58028
1788588252756,1788588252635654,79575.3,79579.7,0.03836,2.00205,397198.99,3729270.22,7789626.0,740364.31,4415033.16,8587707.18,79609.08,79609.09,0.67947,23.58028
1788588253001,1788588252799717,79575.3,79579.7,0.03836,2.00205,397198.99,3729270.21,7789626.0,740364.31,4430037.87,8602711.89,79609.08,79609.09,0.67947,23.57728
1788588253248,1788588253097534,79575.3,79579.7,0.03836,2.00205,397209.33,3729280.56,7789636.34,740364.31,4430037.87,8602711.89,79609.08,79609.09,0.65796,23.57651
1788588253494,1788588253242916,79575.3,79579.7,0.03836,2.00205,397209.33,3729280.56,7789636.34,740364.31,4430037.87,8602711.89,79609.08,79609.09,0.67528,23.5751
1788588253755,1788588253697491,79575.3,79579.7,0.03836,2.00079,397209.33,3729281.2,7789636.98,707967.26,4382635.59,8555309.6,79609.08,79609.09,0.67535,23.57496
1788588254000,1788588253925644,79575.3,79579.7,0.03836,2.00079,397209.33,3729281.2,7789636.98,734995.02,4424669.13,8597323.23,79609.08,79609.09,0.67032,23.57804
1788588254244,1788588254078470,79575.3,79579.7,0.03836,2.00079,397209.33,3729281.2,7789636.98,734995.02,4424669.13,8597323.23,79609.08,79609.09,0.67032,23.57804
1788588254502,1788588254363031,79575.3,79579.7,0.03836,2.00079,397209.33,3729281.2,7789636.98,734896.33,4424570.44,8597224.55,79609.08,79609.09,0.67039,23.57804
1788588254747,1788588254676013,79575.3,79579.7,0.03822,2.00079,397198.19,3729270.06,7789625.84,734896.33,4424570.44,8597224.54,79609.08,79609.09,0.67039,23.57504
1788588254995,1788588254921190,79575.3,79579.7,0.03822,2.00079,397198.19,3697443.58,7757799.36,734896.33,4424570.44,8597224.54,79609.08,79609.09,0.67039,23.61977
1788588255253,1788588255193991,79575.3,79579.7,0.03822,2.00079,392238.37,3724309.56,7784665.34,734896.14,4424570.25,8597224.35,79609.08,79609.09,0.65962,23.61977
1788588255495,1788588255443039,79577.3,79579.7,0.01,2.00079,310649.21,3552382.87,7789330.85,735429.43,4425103.54,8597757.64,79609.08,79609.09,0.65821,23.61455
1788588255753,1788588255674109,79575.3,79579.7,0.03822,2.00079,339787.69,3671858.88,7732214.66,707758.41,4397432.52,8570086.62,79609.08,79609.09,0.64061,23.6112
1788588255996,1788588255761245,79575.3,79579.7,0.03822,2.00079,339787.69,3671858.88,7732214.66,707758.63,4397432.74,8570086.84,79609.08,79609.09,0.65821,23.61418
1788588256242,1788588256181113,79575.3,79579.7,0.03822,2.00079,339787.69,3640033.08,7700388.86,707758.63,4397432.74,8570086.84,79609.08,79609.09,0.65124,23.61418
1788588256504,1788588256436020,79577.3,79579.7,0.01,2.00079,245063.6,3486797.93,7723745.92,707758.9,4394709.31,8567363.41,79609.08,79609.09,0.65117,23.61118
1788588256750,1788588256660811,79575.3,79579.7,0.03822,2.00079,331522.56,3663594.43,7723950.21,737601.4,4421813.02,8594467.12,79609.08,79609.09,0.63326,23.6145
1788588256998,1788588256841496,79575.3,79579.7,0.03822,2.00079,331522.56,3663594.43,7723950.21,707789.92,4392001.53,8564655.64,79609.08,79609.09,0.6459,23.6145
1788588257257,1788588257109019,79575.3,79579.7,0.03822,2.00074,331522.56,3663594.43,7723950.21,707785.94,4391997.56,8564651.66,79609.08,79609.09,0.64877,23.6145
1788588257504,1788588257455427,79577.4,79579.7,0.01,2.00074,248962.55,3484262.13,7721210.12,707786.2,4385563.34,8558217.45,79609.08,79609.09,0.64614,23.6145
1788588257750,1788588257697081,79575.3,79579.7,0.03822,0.00061,405041.89,3730678.25,7791034.03,543279.89,4222648.79,8395302.9,79609.08,79609.09,0.64864,23.46138
1788588258007,1788588257944906,79575.3,79579.7,0.03822,0.00061,323283.81,3661054.43,7721410.21,615398.35,4256213.02,8428867.12,79609.08,79609.09,0.64588,23.46138
1788588258255,1788588258156362,79579.5,79579.7,0.01,0.00061,99935.17,3501432.54,7802342.72,587768.49,4228583.16,8401237.27,79609.08,79609.09,0.64588,23.44761
1788588258500,1788588258410372,79579.5,79579.7,0.00014,0.00061,92517.16,3494014.53,7794924.71,586830.43,4227645.09,8400299.2,79609.08,79609.09,0.64838,23.4462
1788588258748,1788588258707560,79575.5,79579.7,0.97062,0.00061,383138.88,3735547.51,7795903.29,588560.84,4229375.51,8402029.61,79609.08,79609.09,0.64838,23.44124
1788588259009,1788588258914355,79579.5,79579.7,0.01,0.00061,93291.48,3494788.85,7795699.03,619058.36,4259873.03,8432527.13,79609.08,79609.09,0.64838,23.44124
1788588259253,1788588259198957,79575.5,79579.7,0.97062,0.00061,382867.46,3718049.79,7778405.57,592859.47,4221569.1,8394223.2,79609.08,79609.09,1.09871,22.13116
1788588259497,1788588259403491,79575.8,79579.7,0.0903,0.00061,433697.54,3772803.31,7834159.65,560729.94,4255138.51,8427792.61,79609.08,79609.09,1.09878,22.12488
1788588259757,1788588259681454,79575.8,79579.7,0.0903,0.00056,429798.33,3769124.45,7830480.8,560797.57,4255206.15,8427860.25,79609.08,79609.09,1.10799,22.12188
1788588260001,1788588259956105,79575.8,79579.7,0.0903,0.00056,429779.91,3769106.03,7830462.38,560803.72,4255212.3,8427866.4,79609.08,79609.09,0.651,22.11888
1788588260245,1788588260199747,79575.8,79579.7,0.0903,0.00056,429779.9,3769106.03,7830462.37,560803.22,4223375.55,8396029.66,79609.08,79609.09,0.76501,22.08874
1788588260506,1788588260444704,79575.8,79579.7,0.05162,0.00056,455813.26,3766364.91,7827721.25,555983.97,4255890.85,8428544.96,79609.08,79609.09,0.77703,22.08558
1788588260750,1788588260708568,79575.8,79579.7,0.05162,0.00056,455813.26,3766364.91,7827721.25,555994.31,4255901.2,8428555.3,79609.08,79609.09,0.77703,22.08558
1788588260997,1788588260822052,79575.8,79579.7,0.05162,0.00056,461395.38,3771947.03,7833303.38,555994.31,4258710.11,8431364.21,79609.08,79609.09,0.77703,22.08523
1788588261258,1788588261156057,79575.8,79579.7,0.05162,0.00055,458603.11,3754154.05,7815510.4,555993.52,4257708.89,8430362.99,79609.08,79609.09,0.76352,22.07345
1788588261503,1788588261437598,79575.8,79579.7,0.05162,0.00055,426775.95,3737327.64,7798683.98,561503.84,4264220.0,8436874.1,79609.08,79609.09,0.76352,22.07345
1788588261750,1788588261611257,79575.8,79579.7,0.05162,0.0005,426775.95,3769154.0,7830510.34,561489.52,4265459.27,8438113.38,79609.08,79609.09,0.76159,22.06809
1788588261994,1788588261728263,79575.8,79579.7,0.05162,0.0005,426775.95,3769154.0,7830510.34,561489.52,4265459.27,8438113.38,79609.08,79609.09,0.76166,22.07647
1788588262255,1788588262157880,79575.8,79579.7,0.05162,0.00045,426775.95,3769154.0,7830510.34,561524.24,4265493.99,8438148.09,79609.08,79609.09,0.63564,22.07005
1788588262501,1788588262427061,79576.1,79579.7,0.03951,0.00045,430282.88,3768032.29,7837399.53,561524.42,4238651.36,8411305.47,79609.08,79609.09,0.74974,22.07005
1788588262745,1788588262706479,79579.6,79579.7,0.14051,0.0004,304815.44,3782921.25,7781720.69,52068.37,3249789.64,7495461.91,79609.08,79609.09,1.88874,3.34548
1788588263006,1788588262953108,79582.4,79586.4,0.00062,0.14648,313650.47,3294426.32,7767056.56,342610.4,4658035.44,8116012.56,79609.08,79609.09,1.61062,3.76686
1788588263248,1788588263183432,79582.4,79586.4,0.00062,0.14638,309692.26,3202645.78,7675276.02,343602.88,4620816.32,8078785.14,79609.08,79609.09,1.60742,3.76545
1788588263494,1788588263450087,79582.4,79586.4,0.00062,0.14633,310488.07,3203451.93,7676082.18,343598.9,4620800.15,8078768.97,79609.08,79609.09,1.60572,3.7653
1788588263757,1788588263708908,79582.4,79586.4,0.00062,0.14485,310468.08,3277189.97,7749820.22,343501.8,4656389.24,8114358.07,79609.08,79609.09,1.58742,3.76497
1788588264007,1788588263912628,79581.9,79585.3,0.00062,0.05986,227484.94,3200146.16,7703805.73,341488.1,4873450.25,8320569.44,79609.08,79609.09,1.42396,3.76504
1788588264250,1788588264185705,79581.9,79585.3,0.00062,0.05986,231384.18,3185903.82,7689563.39,341488.1,4873450.25,8320569.44,79609.08,79609.09,1.59273,3.76008
1788588264494,1788588264350743,79581.9,79585.3,0.00062,0.05981,226599.19,3212946.15,7716605.72,313241.88,4845204.04,8292323.22,79609.08,79609.09,1.58957,3.76008
1788588264754,1788588264647739,79581.9,79585.3,0.00062,0.05981,226599.19,3227689.66,7731349.23,313241.88,4828102.85,8275222.03,79609.08,79609.09,1.4171,3.75787
1788588264998,1788588264887188,79581.9,79585.3,0.00062,0.05981,226609.53,3225710.64,7729370.21,314242.35,4860940.92,8308052.0,79609.08,79609.09,1.4171,3.75752
1788588265257,1788588265115061,79581.6,79585.3,0.00062,0.05981,241173.13,3212653.73,7716313.3,342785.25,4889434.47,8336545.55,79609.08,79609.09,1.41569,3.75752
1788588265503,1788588265340097,79581.5,79585.3,0.00062,0.05981,241232.81,3212664.07,7716323.64,342785.23,4889483.77,8336594.85,79609.08,79609.09,1.41073,3.75759
1788588265748,1788588265670797,79581.0,79585.3,0.00062,0.05658,244013.09,3518432.59,7716312.69,342528.17,4889226.71,8336337.79,79609.08,79609.09,1.4115,3.75752
1788588266007,1788588265871491,79581.0,79585.3,0.00062,0.05658,244023.44,3518442.93,7716323.03,342528.17,4889226.51,8336337.59,79609.08,79609.09,1.4115,3.75752
1788588266252,1788588266194920,79581.0,79585.3,0.00062,0.02511,238453.3,3512872.79,7710752.89,340023.62,4890277.51,8337388.59,79609.08,79609.09,1.48544,3.75777
1788588266497,1788588266357599,79581.0,79585.3,0.00062,0.02506,244070.73,3518490.22,7716370.32,340019.64,4887556.84,8334667.92,79609.08,79609.09,1.4824,3.75393
1788588266743,1788588266699295,79581.0,79585.3,0.00062,0.02506,244070.69,3518490.03,7716370.13,295522.3,4813049.69,8260160.77,79609.08,79609.09,1.64763,3.74674
1788588267006,1788588266935835,79581.0,79585.3,0.00062,0.02489,246946.65,3521365.98,7719246.08,310512.8,4826188.52,8273299.6,79609.08,79609.09,1.64763,3.74674
1788588267253,1788588267208303,79580.8,79585.3,0.00013,0.02489,79151.03,3366571.06,7564451.16,377631.21,4901750.21,8348861.29,79609.08,79609.09,1.48856,3.74346
1788588267501,1788588267449536,79580.4,79585.7,0.00062,0.02683,245583.16,3522981.47,7720861.58,428598.31,4952717.32,8399828.4,79609.08,79609.09,1.49117,3.74191
1788588267746,1788588267681541,79580.4,79585.7,0.00014,0.02683,266212.66,3540558.76,7738438.86,423897.51,4948016.52,8395127.6,79609.08,79609.09,1.48581,2.24196
1788588268007,1788588267914093,79580.4,79585.7,0.00014,0.02683,338661.33,3613007.64,7810887.74,395176.75,5042342.2,8489453.28,79609.08,79609.09,1.48204,2.24183
1788588268253,1788588268194371,79580.4,79585.7,0.00014,0.02683,271873.68,3776009.74,7973889.84,395177.07,5042342.52,8489453.6,79609.08,79609.09,1.48211,2.24183
1788588268495,1788588268442934,79580.0,79585.7,0.03849,0.02678,345457.99,3847379.55,8045259.65,395173.09,5258475.28,8705586.36,79609.08,79609.09,1.48211,2.24183
1788588268755,1788588268676836,79580.0,79585.7,0.03836,0.02678,345447.65,3847369.2,8045249.3,440030.93,5303333.12,8750444.2,79609.08,79609.09,1.48162,2.24183
1788588268995,1788588268871932,79580.0,79585.7,0.03836,0.02678,345447.65,3815541.72,8013421.82,439981.05,5303283.24,8750394.32,79609.08,79609.09,1.47939,2.24183
1788588269255,1788588269201700,79580.0,79585.7,0.03836,0.02673,345447.65,3847369.28,8045249.38,439987.18,5303289.37,8750400.45,79609.08,79609.09,1.47798,2.23687
1788588269501,1788588269447683,79580.0,79585.7,0.03836,0.02673,348165.99,3850087.62,8047967.73,407188.96,5270491.15,8717602.23,79609.08,79609.09,1.64675,2.23374
1788588269745,1788588269636227,79580.0,79585.7,0.03836,0.02673,276774.69,3778696.33,7976576.43,407188.96,5270491.15,8717602.23,79609.08,79609.09,1.64681,2.23374
